battleship	isa	ship	1
prosecutor	isa	magnitude	0
badminton	isa	sport	1
whiskey	isa	fluid	1
nostalgia	isa	integer	0
hare	isa	animal	1
hospital	isa	building	1
worker	isa	airman	0
feeling	isa	doctrine	0
vehicle	isa	gunboat	0
vole	isa	animal	1
yesterday	isa	discipline	0
rune	isa	signal	1
information	isa	documentation	0
relative	isa	son	0
pharmacology	isa	man	0
performer	isa	soprano	0
grandchild	isa	offspring	1
officer	isa	daughter	0
kestrel	isa	liquor	0
governor	isa	politician	1
melanoma	isa	note	0
soprano	isa	singer	1
counterattack	isa	attack	1
pine	isa	tree	1
vole	isa	vertebrate	1
optimism	isa	feeling	1
bookmark	isa	marker	1
animal	isa	lion	0
son	isa	hospital	0
psychiatry	isa	clinician	0
fluid	isa	alcohol	0
adult	isa	librarian	0
panda	isa	vertebrate	1
porter	isa	employee	1
firm	isa	publisher	0
vertebrate	isa	victim	0
disability	isa	math	0
cook	isa	worker	1
doctrine	isa	privateer	0
porter	isa	worker	1
statesman	isa	buggy	0
worker	isa	pilot	0
pheasant	isa	animal	1
disease	isa	gall	0
gent	isa	adult	1
leprosy	isa	disease	1
fresco	isa	painting	1
vintage	isa	liquid	1
reimbursement	isa	compensation	1
woman	isa	mistress	0
feeling	isa	artillery	0
interoperability	isa	ability	1
asthma	isa	illness	1
seabird	isa	vertebrate	1
salesman	isa	employee	1
hair	isa	beard	0
gateway	isa	entrance	1
champagne	isa	alcohol	1
leukaemia	isa	cancer	1
oncology	isa	discipline	1
illustration	isa	artwork	1
sociology	isa	science	1
raisin	isa	produce	1
whiskey	isa	liquid	1
thoroughfare	isa	road	1
worker	isa	postman	0
hair	isa	desire	0
sunlight	isa	light	1
mariner	isa	worker	1
seminary	isa	institution	1
chemical	isa	food	0
publication	isa	workbook	0
insecticide	isa	pesticide	1
light	isa	resident	0
raven	isa	vertebrate	1
heterogeneity	isa	discipline	0
nipple	isa	heterogeneity	0
lady	isa	adult	1
foetus	isa	vertebrate	1
kestrel	isa	vertebrate	1
tool	isa	celery	0
ale	isa	fluid	1
fencing	isa	obstruction	1
liquid	isa	jewelry	0
inhabitant	isa	islander	0
vehicle	isa	tank	0
liquid	isa	beer	0
dwelling	isa	conversion	0
science	isa	robin	0
heterogeneity	isa	vertebrate	0
nostalgia	isa	offspring	0
animal	isa	chick	0
feeling	isa	nostalgia	0
medicine	isa	discipline	1
owl	isa	vertebrate	1
pear	isa	weapon	0
wage	isa	payment	1
liquid	isa	vintage	0
dogma	isa	ship	0
sir	isa	opium	0
beer	isa	liquid	1
cellist	isa	performer	1
ointment	isa	drug	1
biochemistry	isa	science	1
agony	isa	feeling	1
waiter	isa	waitress	0
feeling	isa	jealousy	0
radius	isa	magnitude	1
odyssey	isa	travel	1
overpayment	isa	payment	1
insomnia	isa	dictionary	0
hound	isa	python	0
cage	isa	enclosure	1
sewer	isa	conduit	1
firm	isa	business	1
feeling	isa	love	0
granddaughter	isa	offspring	1
reindeer	isa	animal	1
mosque	isa	building	1
animal	isa	calf	0
noun	isa	word	1
adult	isa	physician	0
pseudonym	isa	dwelling	0
preposition	isa	word	1
tuberculosis	isa	disease	1
warship	isa	vehicle	1
disease	isa	animal	0
antibody	isa	molecule	1
biochemistry	isa	chemistry	1
bargain	isa	agreement	1
ecstasy	isa	sport	0
technician	isa	worker	1
package	isa	collection	1
animal	isa	toad	0
tench	isa	animal	1
boat	isa	reformer	0
puppy	isa	employee	0
buggy	isa	garment	0
worker	isa	breaker	0
institution	isa	seminary	0
pair	isa	set	1
elm	isa	tree	1
merchant	isa	shopkeeper	0
woman	isa	math	0
gasoline	isa	fuel	1
standing	isa	ape	0
parrot	isa	vertebrate	1
berry	isa	diplomat	0
equipment	isa	attorney	0
biologist	isa	scientist	1
agony	isa	adult	0
shirt	isa	clothing	1
piper	isa	illness	0
migrant	isa	feeling	0
trait	isa	temperament	0
salmon	isa	animal	1
game	isa	bowling	0
feeling	isa	longing	0
envy	isa	feeling	1
son	isa	offspring	1
publisher	isa	firm	1
parent	isa	daddy	0
airman	isa	worker	1
performer	isa	mime	0
aqueduct	isa	pianist	0
performer	isa	food	0
earring	isa	decoration	1
house	isa	monastery	0
stereo	isa	equipment	1
python	isa	animal	1
heat	isa	ticket	0
bureau	isa	leaf	0
nickname	isa	disability	0
jean	isa	garment	1
feeling	isa	envy	0
cold	isa	illness	1
employee	isa	worker	1
ape	isa	animal	1
symbol	isa	leaf	0
osteoarthritis	isa	arthritis	1
leprosy	isa	illness	1
compassion	isa	feeling	1
chamber	isa	objectivity	0
animal	isa	python	0
word	isa	trait	0
polymer	isa	chemical	1
diplomat	isa	worker	1
calamity	isa	misfortune	1
compensation	isa	publication	0
information	isa	playlist	0
mime	isa	performer	1
insect	isa	drone	0
vehicle	isa	warship	0
yoghurt	isa	food	1
rodent	isa	vole	0
leg	isa	limb	1
man	isa	adult	1
relative	isa	ore	0
rifle	isa	psychoanalysis	0
science	isa	concept	0
vehicle	isa	vintage	0
traction	isa	influenza	0
humanism	isa	doctrine	1
leprosy	isa	kestrel	0
vehicle	isa	osteoarthritis	0
pesticide	isa	girlfriend	0
bonnet	isa	clothing	1
galley	isa	vehicle	1
deanery	isa	building	1
multiculturalism	isa	doctrine	1
breaker	isa	worker	1
kestrel	isa	animal	1
grandfather	isa	grandparent	1
kangaroo	isa	animal	1
rodent	isa	hamster	0
nostalgia	isa	feeling	1
animal	isa	turkey	0
spacecraft	isa	equipment	1
performer	isa	drummer	0
rum	isa	fluid	1
workbook	isa	publication	1
pram	isa	vehicle	1
castle	isa	dwelling	1
oyster	isa	science	0
polymer	isa	oil	0
chimpanzee	isa	vertebrate	1
dermatitis	isa	disease	1
ceremony	isa	initiation	0
volleyball	isa	sport	1
performer	isa	comedian	0
drizzle	isa	rain	1
antiquity	isa	era	1
obstruction	isa	performer	0
trait	isa	road	0
smallpox	isa	illness	1
rig	isa	equipment	1
assortment	isa	collection	1
playlist	isa	information	1
goldfish	isa	vertebrate	1
observatory	isa	building	1
longing	isa	feeling	1
throne	isa	furniture	1
lecturer	isa	rate	0
piracy	isa	crime	1
eel	isa	kingfisher	0
dragonfly	isa	oil	0
cellist	isa	puppy	0
thoroughfare	isa	boulevard	0
thesaurus	isa	publication	1
dryer	isa	parent	0
food	isa	pizza	0
rum	isa	drug	1
competitiveness	isa	dentistry	0
chariot	isa	vehicle	1
waitress	isa	worker	1
bottle	isa	throne	0
insect	isa	librarian	0
rabbit	isa	vertebrate	1
clothing	isa	tie	0
shortcut	isa	decoration	0
tyrant	isa	ruler	1
pig	isa	science	0
animal	isa	lamb	0
woman	isa	bridesmaid	0
missile	isa	weapon	1
asp	isa	vertebrate	1
crocodile	isa	animal	1
aspirin	isa	drug	1
cellist	isa	vehicle	0
nanotechnology	isa	discipline	1
tree	isa	travel	0
sport	isa	garment	0
dancing	isa	discipline	1
liquor	isa	odyssey	0
leaf	isa	petal	0
heat	isa	energy	1
jeweller	isa	maker	1
temperament	isa	aristocrat	0
castle	isa	building	1
girlfriend	isa	woman	1
performer	isa	disease	0
puppy	isa	performer	0
baritone	isa	singer	1
molecule	isa	vehicle	0
vehicle	isa	frigate	0
furniture	isa	soprano	0
rodent	isa	vertebrate	1
sport	isa	badminton	0
mistress	isa	woman	1
thirty	isa	integer	1
misfortune	isa	calamity	0
manual	isa	publication	1
vertebrate	isa	puppy	0
dentistry	isa	piracy	0
science	isa	algebra	0
grandchild	isa	relative	1
physician	isa	adult	1
oil	isa	lipid	1
jewelry	isa	decoration	1
buggy	isa	vehicle	1
bonnet	isa	hamster	0
alcohol	isa	hotel	0
workplace	isa	studio	0
ferry	isa	boat	1
caring	isa	love	1
right	isa	kingfisher	0
aircraft	isa	vehicle	1
aristocrat	isa	relative	0
fish	isa	kestrel	0
calf	isa	worker	0
cancer	isa	drummer	0
chamber	isa	animal	0
environmentalist	isa	reformer	1
feeling	isa	compassion	0
alcohol	isa	fluid	1
animal	isa	kangaroo	0
frigate	isa	vehicle	1
worker	isa	furniture	0
filly	isa	female	1
sport	isa	racing	0
jewelry	isa	drummer	0
salesman	isa	worker	1
pennant	isa	signal	1
carbohydrate	isa	cellulose	0
fluid	isa	whiskey	0
aphid	isa	insect	1
safari	isa	travel	1
math	isa	science	1
furniture	isa	word	0
spaceship	isa	vehicle	1
tool	isa	fluid	0
parenthesis	isa	symbol	1
zeal	isa	feeling	1
clothing	isa	kilt	0
gent	isa	playing	0
netball	isa	vehicle	0
volleyball	isa	game	1
condominium	isa	gymnasium	0
bowling	isa	clothing	0
relative	isa	parent	0
vehicle	isa	worker	0
covenant	isa	vehicle	0
worker	isa	hospital	0
dragonfly	isa	insect	1
resident	isa	inhabitant	1
vehicle	isa	woman	0
vicarage	isa	building	1
paddle	isa	stick	1
aircraft	isa	letter	0
equipment	isa	reel	0
fishing	isa	sport	1
deer	isa	animal	1
sport	isa	hymn	0
ink	isa	fluid	1
cutlery	isa	tool	1
economics	isa	discipline	1
feeling	isa	rum	0
aircraft	isa	astronomy	0
waitress	isa	waiter	1
fourteen	isa	integer	1
molecule	isa	cancer	0
cellulose	isa	chemical	1
bowling	isa	game	1
tumour	isa	illness	1
oncology	isa	science	1
reliability	isa	trait	1
puppy	isa	vertebrate	1
animal	isa	bug	0
fodder	isa	worker	1
pennant	isa	symbol	1
zebra	isa	animal	1
telephony	isa	telecommunication	1
condominium	isa	dwelling	1
gemstone	isa	crystal	1
animal	isa	ship	0
influenza	isa	illness	1
energy	isa	heat	0
mishap	isa	symposium	0
turkey	isa	employee	0
coupe	isa	vehicle	1
tour	isa	travel	1
temperament	isa	trait	1
piper	isa	performer	1
telecommunication	isa	crime	0
privateer	isa	mariner	1
infant	isa	relative	1
memo	isa	note	1
tumour	isa	luncheon	0
integer	isa	fish	0
comedian	isa	performer	1
science	isa	math	0
initiation	isa	ceremony	1
ink	isa	liquid	1
enzyme	isa	molecule	1
neurology	isa	science	1
insect	isa	fencing	0
pear	isa	fruit	1
apostle	isa	believer	1
murderer	isa	competitiveness	0
plum	isa	tree	1
racing	isa	sport	1
sailor	isa	oil	0
grandparent	isa	grandfather	0
liquid	isa	standing	0
trouser	isa	garment	1
discipline	isa	geometry	0
cancer	isa	drug	0
attack	isa	animal	0
bacterium	isa	microorganism	1
relative	isa	game	0
contest	isa	final	0
baby	isa	offspring	1
pharmacology	isa	science	1
trouser	isa	geometry	0
pig	isa	swine	1
disorder	isa	symbol	0
rum	isa	liquid	1
pickup	isa	vehicle	1
wrath	isa	science	0
furniture	isa	throne	0
petal	isa	vehicle	0
tank	isa	vehicle	1
chamber	isa	house	0
pearl	isa	jewelry	1
criminology	isa	discipline	1
offspring	isa	son	0
final	isa	contest	1
artwork	isa	integer	0
building	isa	observatory	0
fruit	isa	illness	0
turkey	isa	animal	1
bamboo	isa	bear	0
terror	isa	feeling	1
playlist	isa	list	1
relative	isa	infant	0
cancer	isa	melanoma	0
rifle	isa	weapon	1
penguin	isa	seabird	1
adult	isa	gent	0
woman	isa	adult	1
binder	isa	disease	0
travel	isa	safari	0
chick	isa	vertebrate	1
performer	isa	geek	0
carpenter	isa	worker	1
kilt	isa	monoclonal	0
motorway	isa	road	1
firearm	isa	weapon	1
kangaroo	isa	castle	0
chocolate	isa	food	1
food	isa	reimbursement	0
hamster	isa	rodent	1
logic	isa	discipline	1
netball	isa	sport	0
vertebrate	isa	animal	1
feeling	isa	desire	0
petal	isa	leaf	1
oyster	isa	animal	1
singer	isa	soprano	0
drone	isa	insect	1
performer	isa	saxophonist	0
sport	isa	histogram	0
feeling	isa	weapon	0
farmhouse	isa	house	1
dagger	isa	dolphin	0
dimension	isa	castle	0
building	isa	castle	0
astronomy	isa	science	1
rain	isa	drizzle	0
calf	isa	animal	1
produce	isa	raisin	0
shower	isa	bee	0
scientist	isa	henchman	0
vertebrate	isa	vole	0
piracy	isa	feeling	0
sensation	isa	information	0
caring	isa	bacterium	0
immunology	isa	discipline	1
conduit	isa	aqueduct	0
tycoon	isa	businessman	1
campsite	isa	disease	0
aqueduct	isa	conduit	1
karaoke	isa	entertainment	1
gunboat	isa	boat	1
cosmology	isa	discipline	1
librarian	isa	adult	1
parent	isa	relative	1
salmon	isa	fish	1
lamb	isa	animal	1
vertebrate	isa	eagle	0
information	isa	pine	0
apprehension	isa	fear	1
seabird	isa	penguin	0
science	isa	pear	0
asp	isa	snake	1
farmhouse	isa	building	1
abstraction	isa	concept	1
insect	isa	animal	1
sack	isa	bag	1
agony	isa	decoration	0
karaoke	isa	merchant	0
fallacy	isa	produce	0
beard	isa	hair	1
standing	isa	animal	0
bag	isa	review	0
pheasant	isa	vertebrate	1
whiskey	isa	liquor	1
science	isa	dentistry	0
monarch	isa	ruler	1
studio	isa	workplace	1
gasoline	isa	hymn	0
weapon	isa	rifle	0
vertebrate	isa	lion	0
jacket	isa	garment	1
molecule	isa	lipid	0
liquor	isa	liquid	1
geek	isa	performer	1
linguistics	isa	science	1
shirt	isa	thoroughfare	0
vole	isa	rodent	1
jam	isa	trait	0
clubhouse	isa	building	1
pipe	isa	conduit	1
animal	isa	immigration	0
ecstasy	isa	feeling	1
chef	isa	worker	1
liquor	isa	fluid	1
psychiatry	isa	science	1
cook	isa	point	0
publication	isa	manual	0
postman	isa	worker	1
reformer	isa	crime	0
waiter	isa	employee	1
molecule	isa	carbohydrate	0
sir	isa	man	1
pear	isa	produce	1
reimbursement	isa	payment	1
lipid	isa	molecule	1
equipment	isa	roofing	0
bead	isa	decoration	0
louse	isa	insect	1
castle	isa	house	1
vertebrate	isa	chariot	0
catastrophe	isa	misfortune	1
wolf	isa	vertebrate	1
psychoanalysis	isa	treatment	1
joint	isa	change	0
sailor	isa	forearm	0
toddler	isa	child	1
reel	isa	equipment	1
slalom	isa	contest	1
gunboat	isa	vehicle	1
discipline	isa	limb	0
conservatism	isa	attitude	1
leg	isa	microorganism	0
competitiveness	isa	trait	1
immigration	isa	migration	1
snake	isa	animal	1
histogram	isa	chart	1
lion	isa	vertebrate	1
waitress	isa	employee	1
